Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,Exchange
AEM,Agnico Eagle Mines Limited,38.8,$9.1B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aem,,NYSE
ADC,Agree Realty Corporation,59.87,$2.06B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/adc,,NYSE
AL,Air Lease Corporation,33.28,$3.69B,2011,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/al,,NYSE
APD,"Air Products and Chemicals, Inc.",155.41,$34.12B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/apd,,NYSE
AYR,Aircastle Limited,16.92,$1.29B,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/ayr,,NYSE
AKS,AK Steel Holding Corporation,2.58,$814.1M,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/aks,,NYSE
ALP^Q,Alabama Power Company,24.215,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/alp^q,,NYSE
ALG,"Alamo Group, Inc.",76.13,$893.41M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/alg,,NYSE
AGI,Alamos Gold Inc.,2.97,$1.16B,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/agi,,NYSE
ALK,"Alaska Air Group, Inc.",62.3,$7.68B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/alk,,NYSE
AIN,Albany International Corporation,67.51,$2.17B,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/ain,,NYSE
ALB,Albemarle Corporation,84.97,$9.02B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/alb,,NYSE
AA,Alcoa Corporation,28.61,$5.34B,2016,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/aa,,NYSE
ALEX,"Alexander & Baldwin, Inc.",18.99,$1.37B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alex,,NYSE
ALX,"Alexander&#39;s, Inc.",308.35,$1.57B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alx,,NYSE
ARE,"Alexandria Real Estate Equities, Inc.",122.5,$13.17B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/are,,NYSE
ARE^D,"Alexandria Real Estate Equities, Inc.",34.37,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/are^d,,NYSE
AQN,Algonquin Power & Utilities Corp.,10.59,$4.98B,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqn,,NYSE
AQNA,Algonquin Power & Utilities Corp.,25,n/a,2018,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqna,,NYSE
BABA,Alibaba Group Holding Limited,149,$383.22B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/baba,,NYSE
Y,Alleghany Corporation,608.03,$9.02B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/y,,NYSE
ATI,Allegheny Technologies Incorporated,23.38,$2.94B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ati,,NYSE
ALLE,Allegion plc,86.35,$8.21B,2013,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/alle,,NYSE
AGN,Allergan plc.,148.23,$50B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agn,,NYSE
ALE,"Allete, Inc.",80.78,$4.15B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ale,,NYSE
AKP,Alliance California Municipal Income Fund Inc,13.41,$114.72M,2002,n/a,n/a,https://www.nasdaq.com/symbol/akp,,NYSE
ADS,Alliance Data Systems Corporation,173.18,$9.43B,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ads,,NYSE
AFB,Alliance National Municipal Income Fund Inc,12.04,$346.09M,2002,n/a,n/a,https://www.nasdaq.com/symbol/afb,,NYSE
AWF,Alliance World Dollar Government Fund II,10.7,$922.66M,1993,n/a,n/a,https://www.nasdaq.com/symbol/awf,,NYSE
AB,AllianceBernstein Holding L.P.,26.35,$2.54B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ab,,NYSE
LNT,Alliant Energy Corporation,45.32,$10.69B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/lnt,,NYSE
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,8.22,$150.07M,2017,n/a,n/a,https://www.nasdaq.com/symbol/cbh,,NYSE
NCV,AllianzGI Convertible & Income Fund,5.8,$518.42M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncv,,NYSE
NCV^A,AllianzGI Convertible & Income Fund,23.83,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncv^a,,NYSE
NCZ,AllianzGI Convertible & Income Fund II,5.02,$378.44M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncz,,NYSE
NCZ^A,AllianzGI Convertible & Income Fund II,23.435,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncz^a,,NYSE
ACV,AllianzGI Diversified Income & Convertible Fund,21.41,$220.63M,2015,n/a,n/a,https://www.nasdaq.com/symbol/acv,,NYSE
NIE,AllianzGI Equity & Convertible Income Fund,19.4197,$538.1M,2007,n/a,n/a,https://www.nasdaq.com/symbol/nie,,NYSE
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",11.32,$1.07B,2005,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nfj,,NYSE
ALSN,"Allison Transmission Holdings, Inc.",43.31,$5.61B,2012,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alsn,,NYSE
ALL,Allstate Corporation (The),79.3,$27.31B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/all,,NYSE
ALL^A,Allstate Corporation (The),24.146,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^a,,NYSE
ALL^B,Allstate Corporation (The),24.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^b,,NYSE
ALL^D,Allstate Corporation (The),25.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^d,,NYSE
ALL^E,Allstate Corporation (The),25.39,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^e,,NYSE
ALL^F,Allstate Corporation (The),25.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^f,,NYSE
ALL^G,Allstate Corporation (The),23.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^g,,NYSE
ALLY,Ally Financial Inc.,23,$9.5B,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/ally,,NYSE
ALLY^A,Ally Financial Inc.,25.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ally^a,,NYSE
AYX,"Alteryx, Inc.",64.42,$3.95B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ayx,,NYSE
ATUS,"Altice USA, Inc.",17.67,$12.64B,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/atus,,NYSE
MO,Altria Group,52.73,$99.08B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/mo,,NYSE
ACH,Aluminum Corporation of China Limited,8.57,$5.11B,2001,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/ach,,NYSE
AMBR,"Amber Road, Inc.",8.24,$229.01M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ambr,,NYSE
ABEV,Ambev S.A.,4.04,$63.51B,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/abev,,NYSE
AMC,"AMC Entertainment Holdings, Inc.",14.51,$1.5B,2013,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/amc,,NYSE
AEE,Ameren Corporation,69.81,$17.05B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/aee,,NYSE
AMRC,"Ameresco, Inc.",15.25,$701.14M,2010,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/amrc,,NYSE
AMOV,"America Movil, S.A.B. de C.V.",14.02,$46.29B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov,,NYSE
AMX,"America Movil, S.A.B. de C.V.",14.2,$46.89B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amx,,NYSE
AAT,"American Assets Trust, Inc.",41.71,$1.97B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aat,,NYSE
AXL,"American Axle & Manufacturing Holdings, Inc.",11.27,$1.26B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/axl,,NYSE
ACC,American Campus Communities Inc,43.39,$5.95B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acc,,NYSE
AEO,"American Eagle Outfitters, Inc.",18.18,$3.22B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/aeo,,NYSE
AEP,"American Electric Power Company, Inc.",80.01,$39.45B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aep,,NYSE
AEL,American Equity Investment Life Holding Company,29.22,$2.64B,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/ael,,NYSE
AXP,American Express Company,105.7,$90.3B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/axp,,NYSE
AFG,"American Financial Group, Inc.",91.42,$8.16B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afg,,NYSE
AFGE,"American Financial Group, Inc.",24.6,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afge,,NYSE
AFGH,"American Financial Group, Inc.",24.27,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afgh,,NYSE
AMH,American Homes 4 Rent,20.62,$6.11B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amh,,NYSE
AMH^D,American Homes 4 Rent,22.53,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^d,,NYSE
AMH^E,American Homes 4 Rent,21.924,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^e,,NYSE
AMH^F,American Homes 4 Rent,20.33,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^f,,NYSE
AMH^G,American Homes 4 Rent,20.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^g,,NYSE
AMH^H,American Homes 4 Rent,21.67,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^h,,NYSE
AIG,"American International Group, Inc.",37.49,$33.17B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/aig,,NYSE
AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aig.ws,,NYSE
AMID,"American Midstream Partners, LP",5.01,$265.56M,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amid,,NYSE
ARL,"American Realty Investors, Inc.",13.02,$208.28M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/arl,,NYSE
ARA,"American Renal Associates Holdings, Inc",13.51,$439.31M,2016,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ara,,NYSE
AWR,American States Water Company,69.19,$2.54B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awr,,NYSE
AMT,American Tower Corporation (REIT),166.6,$73.39B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amt,,NYSE
AVD,American Vanguard Corporation,15.68,$475.42M,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/avd,,NYSE
AWK,American Water Works,97.14,$17.54B,2008,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awk,,NYSE
COLD,Americold Realty Trust,27.1,$4.01B,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cold,,NYSE
APU,"AmeriGas Partners, L.P.",27.85,$2.59B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/apu,,NYSE
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",110.19,$15.36B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amp,,NYSE
ABC,AmerisourceBergen Corporation (Holding Co),78.97,$16.74B,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/abc,,NYSE
ANFI,Amira Nature Foods Ltd,0.41,$15.54M,2012,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/anfi,,NYSE
AMN,AMN Healthcare Services Inc,56.34,$2.64B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/amn,,NYSE
AMRX,"Amneal Pharmaceuticals, Inc.",16.11,$4.81B,2018,n/a,n/a,https://www.nasdaq.com/symbol/amrx,,NYSE
AP,Ampco-Pittsburgh Corporation,3.79,$47.36M,n/a,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/ap,,NYSE
APH,Amphenol Corporation,83.24,$25.08B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aph,,NYSE
AXR,AMREP Corporation,6.99,$56.81M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/axr,,NYSE
AME,"AMTEK, Inc.",70.39,$16.34B,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/ame,,NYSE
AFSI^A,"AmTrust Financial Services, Inc.",14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^a,,NYSE
AFSI^B,"AmTrust Financial Services, Inc.",14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^b,,NYSE
AFSI^C,"AmTrust Financial Services, Inc.",14.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^c,,NYSE
AFSI^D,"AmTrust Financial Services, Inc.",13.94,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^d,,NYSE
AFSI^E,"AmTrust Financial Services, Inc.",14.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^e,,NYSE
AFSI^F,"AmTrust Financial Services, Inc.",13.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^f,,NYSE
AFSS,"AmTrust Financial Services, Inc.",17.5,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afss,,NYSE
AFST,"AmTrust Financial Services, Inc.",17.85,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afst,,NYSE
APC,Anadarko Petroleum Corporation,50.95,$25.69B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apc,,NYSE
PLAN,"Anaplan, Inc.",27.9,$3.49B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/plan,,NYSE
ANDX,Andeavor Logistics LP,35.81,$8.79B,2011,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/andx,,NYSE
AU,AngloGold Ashanti Limited,11.85,$4.88B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/au,,NYSE
BUD,Anheuser-Busch Inbev SA,69.7,$136.37B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/bud,,NYSE
AXE,Anixter International Inc.,57.08,$1.91B,n/a,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/axe,,NYSE
NLY,Annaly Capital Management Inc,10.22,$13.43B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nly,,NYSE
NLY^C,Annaly Capital Management Inc,25.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^c,,NYSE
NLY^D,Annaly Capital Management Inc,25.09,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^d,,NYSE
NLY^F,Annaly Capital Management Inc,24.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^f,,NYSE
NLY^G,Annaly Capital Management Inc,23.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^g,,NYSE
NLY^H,Annaly Capital Management Inc,25.335,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^h,,NYSE
AMGP,Antero Midstream GP LP,14.12,$2.63B,2017,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amgp,,NYSE
AM,Antero Midstream Partners LP,27.02,$5.05B,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/am,,NYSE
AR,Antero Resources Corporation,11.31,$3.59B,2013,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ar,,NYSE
ANTM,"Anthem, Inc.",275.58,$71.28B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/antm,,NYSE
ANH,Anworth Mortgage Asset  Corporation,4.54,$447.03M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/anh,,NYSE
ANH^A,Anworth Mortgage Asset  Corporation,25.59,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^a,,NYSE
ANH^B,Anworth Mortgage Asset  Corporation,24.4275,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^b,,NYSE
ANH^C,Anworth Mortgage Asset  Corporation,24.82,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^c,,NYSE
AON,Aon plc,153.83,$37.05B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/aon,,NYSE
APA,Apache Corporation,30.24,$11.48B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apa,,NYSE
AIV,Apartment Investment and Management Company,47.17,$7.34B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiv,,NYSE
AIV^A,Apartment Investment and Management Company,25.96,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aiv^a,,NYSE
APY,Apergy Corporation,31.34,$2.42B,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/apy,,NYSE
APHA,Aphria Inc.,5.6,$1.4B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/apha,,NYSE
ARI,Apollo Commercial Real Estate Finance,18.66,$2.5B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ari,,NYSE
ARI^C,Apollo Commercial Real Estate Finance,24.76,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ari^c,,NYSE
APO,"Apollo Global Management, LLC",24.28,$9.93B,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/apo,,NYSE
APO^A,"Apollo Global Management, LLC",21.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apo^a,,NYSE
APO^B,"Apollo Global Management, LLC",21.91,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apo^b,,NYSE
AIY,Apollo Investment Corporation,25.2204,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/aiy,,NYSE
AFT,Apollo Senior Floating Rate Fund Inc.,14.48,$225.5M,2011,n/a,n/a,https://www.nasdaq.com/symbol/aft,,NYSE
AIF,Apollo Tactical Income Fund Inc.,14.04,$203.07M,2013,n/a,n/a,https://www.nasdaq.com/symbol/aif,,NYSE
APLE,"Apple Hospitality REIT, Inc.",15.7,$3.59B,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aple,,NYSE
AIT,"Applied Industrial Technologies, Inc.",57.11,$2.21B,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/ait,,NYSE
ATR,"AptarGroup, Inc.",100.34,$6.3B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/atr,,NYSE
APTV,Aptiv PLC,65.95,$17.38B,2011,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/aptv,,NYSE
WTR,"Aqua America, Inc.",35.78,$6.37B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/wtr,,NYSE
AQ,Aquantia Corp.,8.68,$302.54M,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/aq,,NYSE
WAAS,AquaVenture Holdings Limited,18.51,$494.79M,2016,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/waas,,NYSE
ARMK,Aramark,32.08,$7.92B,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/armk,,NYSE
ABR,Arbor Realty Trust,11.46,$987.42M,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/abr,,NYSE
ABR^A,Arbor Realty Trust,25.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^a,,NYSE
ABR^B,Arbor Realty Trust,25.3041,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^b,,NYSE
ABR^C,Arbor Realty Trust,25.6865,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^c,,NYSE
ARC,"ARC Document Solutions, Inc.",2.26,$103.48M,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/arc,,NYSE
MT,ArcelorMittal,21.65,$21.94B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mt,,NYSE
ARCH,"Arch Coal, Inc.",83.74,$1.57B,2016,Energy,Coal Mining,https://www.nasdaq.com/symbol/arch,,NYSE
ADM,Archer-Daniels-Midland Company,44.61,$25.01B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/adm,,NYSE
AROC,"Archrock, Inc.",8.61,$1.11B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/aroc,,NYSE
ARNC,Arconic Inc.,19.74,$9.54B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arnc,,NYSE
ARCO,Arcos Dorados Holdings Inc.,8,$1.66B,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arco,,NYSE
ACA,"Arcosa, Inc.",24.37,$1.19B,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aca,,NYSE
RCUS,"Arcus Biosciences, Inc.",12.54,$557.45M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rcus,,NYSE
ARD,Ardagh Group S.A.,11.73,$2.77B,2017,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard,,NYSE
ASC,Ardmore Shipping Corporation,5.71,$188.99M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/asc,,NYSE
AFC,Ares Capital Corporation,25.19,$201.52M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afc,,NYSE
ACRE,Ares Commercial Real Estate Corporation,14.18,$406.95M,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre,,NYSE
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",14.14,$324.69M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ardc,,NYSE
ARES,Ares Management Corporation,21.66,$2.2B,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares,,NYSE
ARES^A,Ares Management Corporation,25.51,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ares^a,,NYSE
AGX,"Argan, Inc.",39.61,$616.76M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/agx,,NYSE
ARGD,"Argo Group International Holdings, Ltd.",25.026,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argd,,NYSE
ARGO,"Argo Group International Holdings, Ltd.",67.09,$2.27B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argo,,NYSE
ANET,"Arista Networks, Inc.",220.41,$16.62B,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet,,NYSE
AI,Arlington Asset Investment Corp,8.36,$253.69M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/ai,,NYSE
AI^B,Arlington Asset Investment Corp,24.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^b,,NYSE
AIC,Arlington Asset Investment Corp,22.5875,n/a,2015,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aic,,NYSE
AIW,Arlington Asset Investment Corp,23.465,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aiw,,NYSE
ARLO,"Arlo Technologies, Inc.",9.87,n/a,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/arlo,,NYSE
AHH,"Armada Hoffler Properties, Inc.",15.23,$755.83M,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/ahh,,NYSE
ARR,"ARMOUR Residential REIT, Inc.",21.71,$919.1M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr,,NYSE
ARR^A,"ARMOUR Residential REIT, Inc.",25.3907,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^a,,NYSE
ARR^B,"ARMOUR Residential REIT, Inc.",24.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^b,,NYSE
AFI,"Armstrong Flooring, Inc.",13.4,$346.09M,2016,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi,,NYSE
AWI,Armstrong World Industries Inc,60.75,$3.01B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi,,NYSE
ARW,"Arrow Electronics, Inc.",70.41,$6.14B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/arw,,NYSE
AJG,Arthur J. Gallagher & Co.,74.18,$13.62B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg,,NYSE
APAM,Artisan Partners Asset Management Inc.,23.31,$1.79B,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam,,NYSE
